case_id,label,n_users,n_interactions,n_comments,n_reposts,duration_h,d95_h,peak_24h,first_24h_share,comment_share,max_user_share,max_gap_h,n_active_windows,truncated,passes_filter,quality_score
ed1e051bd90472ffafa6bc29a021c4e4,real,462,874,452,422,593.4,10.7,864,0.989,0.517,0.467,260.7,6,no,yes,0.298
40e80f8b8abc44ff8e0286daca5233b7,real,700,1362,706,656,691.6,20.3,1322,0.971,0.518,0.474,398.4,7,no,yes,0.297
be299805f09da0b77d520e79eda61661,real,278,479,281,198,627.2,16.5,468,0.977,0.587,0.407,464.4,4,no,yes,0.292
6d37e93e0a53b741705868e9f3a89f76,real,313,560,307,253,1132.7,15.6,546,0.975,0.548,0.430,475.1,9,no,yes,0.289
04409a13ffd826c3823edf191e573c4a,real,482,841,473,368,1408.4,18.6,806,0.958,0.562,0.415,721.9,10,no,yes,0.289
97bdff4a4098a06dc2b2597b514b2df3,real,434,876,444,432,471.8,15.1,846,0.966,0.507,0.487,399.1,5,no,yes,0.289
5fd23f0a22c5c0f0f5856a293fcc9b45,real,467,796,454,342,1064.2,14.8,790,0.992,0.570,0.407,632.7,7,no,yes,0.287
7c6c1e49ed376cf98f8320c0f3be45fc,real,409,747,400,347,896.2,38.5,676,0.905,0.535,0.444,753.5,7,no,yes,0.285
f035f9d093a72f679ede71017b765b93,real,790,1443,867,576,1893.7,14.1,1412,0.979,0.601,0.392,828.8,11,no,yes,0.283
17ac433adda3ad4cf60d59a67d1856fa,real,538,1075,533,542,1089.3,14.2,1040,0.967,0.496,0.488,275.8,12,no,yes,0.283
d574f8fd3edd6e1b1ee1d9e6e5bbb66e,real,658,1240,664,576,1391.5,11.8,1201,0.969,0.535,0.456,391.1,13,no,yes,0.282
1e614cc6dd539244c2c23758ae0989db,real,384,677,381,296,716.2,22.2,656,0.969,0.563,0.425,599.3,5,no,yes,0.281
4293f3cdccd8874ad15467b39f81f2df,real,607,1009,606,403,921.3,6.7,997,0.989,0.601,0.388,653.3,5,no,yes,0.278
03ffdd9858c7af76f2e43c6d3d68c903,real,379,679,374,305,983.4,12.1,664,0.978,0.551,0.439,637.3,8,no,yes,0.277
99f46fe05d97347930743894cb7d0601,real,636,960,632,328,1886.4,4.7,953,0.993,0.658,0.326,1549.7,4,no,yes,0.277
661ebb96e3a085ef380e05c5f3de8384,real,651,1238,643,595,1728.0,18.0,1200,0.969,0.519,0.471,608.4,17,no,yes,0.273
1bcda76ee531aec8fb0034b7b6e454bf,real,525,861,521,340,1355.9,11.9,838,0.973,0.605,0.387,973.9,7,no,yes,0.271
1551f8ab5cd18860f9fd2aad89753ed3,real,335,559,330,229,1298.6,15.5,537,0.961,0.590,0.394,1079.6,7,no,yes,0.269
06a6a36757f4db430e5c385f2f5a0b9c,real,613,1150,611,539,1023.9,14.2,1123,0.977,0.531,0.461,380.3,9,no,yes,0.259
f988578c33e4d0096d8a74c03261094a,real,366,669,360,309,759.5,15.3,654,0.978,0.538,0.448,552.2,6,no,yes,0.258
0e0f3cd9e66e49051556b64fc3cbb579,real,142,254,146,108,1887.5,66.2,235,0.925,0.575,0.386,1113.3,7,no,yes,0.247
b553304a713a341fba74e06ba6d39c75,real,333,540,337,203,1587.0,6.2,526,0.974,0.624,0.361,1476.8,5,no,yes,0.245
4015480a97960f5a8af10e69300f1a96,real,422,730,413,317,2205.1,16.3,712,0.975,0.566,0.412,1278.8,13,no,yes,0.245
80a7636d0f00b92d5ba852443f8c828c,real,261,465,265,200,932.6,8.6,458,0.985,0.570,0.424,415.2,6,no,yes,0.244
f46037658d9240a9b03c9e95f7a7d3cc,real,186,698,417,281,1195.5,3.4,688,0.986,0.597,0.395,1070.9,6,no,yes,0.243
45deea0ecf49aa52155dbec4b60ea7ea,real,265,485,265,220,711.8,15.8,467,0.963,0.546,0.441,625.0,5,no,yes,0.243
8e9e90b691034fd1602721ec359fcfec,real,245,436,240,196,1347.8,21.4,416,0.954,0.550,0.433,675.7,9,no,yes,0.239
f13fbbe32226ed90caae62a8c04a7d18,real,181,348,181,167,1010.7,29.9,328,0.943,0.520,0.463,572.7,8,no,yes,0.239
c2bb900e59edee1323f2fd07c80879ac,real,526,1037,520,517,1388.8,23.9,986,0.951,0.501,0.483,597.8,13,no,yes,0.238
89d7b54a4cf5314013574a876b31a557,real,334,610,331,279,705.5,7.5,602,0.987,0.543,0.439,598.9,5,no,yes,0.237
e0ae3217d270452ae72970ff75a70328,real,486,813,485,328,1085.5,8.2,807,0.993,0.597,0.396,785.0,5,no,yes,0.231
6b897373d7b5762f4b1d78345c02794a,real,629,1191,624,567,718.9,13.9,1163,0.976,0.524,0.470,609.2,6,no,yes,0.229
bddbd268ce1ebcf5002d483658da1f3b,real,738,1316,748,568,1026.2,14.8,1296,0.985,0.568,0.424,915.6,6,no,yes,0.227
fa8371b632bb720f1424f3f2c6445672,real,447,823,458,365,926.1,11.1,814,0.989,0.557,0.435,436.3,6,no,yes,0.225
41c1a1b8de00537045144a572d7f4244,real,328,586,320,266,1297.8,15.9,561,0.957,0.546,0.432,1048.9,8,no,yes,0.221
0908e64ede004651c7d79dec32af5f08,real,273,450,260,190,853.1,6.4,448,0.996,0.578,0.382,818.7,3,no,yes,0.220
baee2b6481f6b9728b168cf4a2717c96,real,308,602,306,296,1019.1,17.1,577,0.958,0.508,0.467,848.6,8,no,yes,0.216
fdc3b2a835b62db6292f98ffdf62b2de,real,571,974,580,394,1962.9,35.4,907,0.931,0.595,0.391,1729.5,7,no,yes,0.214
ff41f87b6911a51f707ee1a9030e90cc,real,134,224,128,96,1949.7,23.0,213,0.951,0.571,0.402,1084.0,8,no,yes,0.206
307171d265e7b8501814035a04d14db3,real,500,907,495,412,883.6,20.4,879,0.969,0.546,0.436,623.1,5,no,yes,0.206
11ee51f2b4556da2f14a1051af46a6f3,real,551,911,549,362,2107.1,18.6,886,0.973,0.603,0.381,1990.1,6,no,yes,0.200
3aa38f25c4b594f30fac76e122569040,real,306,560,305,255,1295.2,24.5,532,0.950,0.545,0.432,1087.9,7,no,yes,0.199
7172aef2b10b00371ed3b6bd958c9633,real,449,766,441,325,1798.5,16.2,749,0.978,0.576,0.401,1512.0,7,no,yes,0.198
352f93b0ba4484a6ae486654ba8be75c,real,185,354,175,179,1011.2,18.3,343,0.969,0.494,0.480,433.4,8,no,yes,0.192
8e6ccb79f5f006da1bf4e156fb1ac76b,real,455,890,453,437,661.5,23.9,856,0.962,0.509,0.483,565.5,5,no,yes,0.192
d70228f633e1111b3e44d484978f4706,real,382,658,381,277,1322.7,7.8,649,0.986,0.579,0.401,646.3,5,no,yes,0.190
879f6561ac022db3715cc77008f9c6a9,real,300,567,301,266,1019.0,9.3,551,0.972,0.531,0.459,848.6,7,no,yes,0.189
3c7587ed087339cdfe770866ec9a209d,real,442,809,443,366,899.4,6.7,801,0.990,0.548,0.435,759.1,5,no,yes,0.187
b29917282d5e1adda3278637279122c8,real,310,589,312,277,750.1,17.5,575,0.976,0.530,0.463,518.7,5,no,yes,0.186
bb88e2107936de40c896a7e22c29749a,real,825,1559,826,733,1129.2,9.7,1528,0.980,0.530,0.464,706.6,8,no,yes,0.186
42ac6f609f2b08de44d9f9dd6507fb55,real,481,916,494,422,2883.9,28.4,863,0.942,0.539,0.450,797.5,18,no,yes,0.185
ef1532cf5290daee1ba25c102e963ab9,real,102,181,93,88,666.2,15.7,178,0.983,0.514,0.425,622.2,3,no,yes,0.185
bd962f605ba5b282359788f991db7939,real,427,764,416,348,922.7,9.1,757,0.991,0.545,0.436,533.4,5,no,yes,0.183
3b47421f097bdfb5e43bb08a9b02b1d8,real,299,525,298,227,1906.7,14.4,509,0.970,0.568,0.423,1696.2,9,no,yes,0.182
6ba27bf4a0c0b9e546bb9b6d79a37b3a,real,133,239,123,116,1071.9,17.9,231,0.967,0.515,0.427,891.5,5,no,yes,0.181
1b58bda756e2dcedd8e733a7acdd9b01,real,629,1172,632,540,1201.6,24.8,1078,0.920,0.539,0.450,564.4,7,no,yes,0.181
72a229e101e91559ad156531dd5044c2,real,285,634,349,285,1600.2,30.1,575,0.907,0.550,0.435,957.8,8,no,yes,0.178
aeb1c31f642ff350682af24920696587,real,241,410,240,170,1203.2,14.8,400,0.976,0.585,0.405,1113.5,4,no,yes,0.172
f172bd206578bfa2253b84798ef9045e,real,205,389,206,183,824.0,14.9,371,0.954,0.530,0.458,670.5,5,no,yes,0.171
2eda34a6cceaff33229c7c09eb18d1d4,real,377,688,376,312,1569.2,65.6,640,0.932,0.547,0.442,1020.1,7,no,yes,0.169
948d65142b8b0db21dd9fae5fa3add48,real,982,1895,1008,887,3692.2,25.4,1607,0.852,0.532,0.462,2436.2,24,no,yes,0.167
4623bbd8d4e9f382daadfe35e3a99445,real,480,828,491,337,1921.9,6.5,819,0.989,0.593,0.401,1769.4,6,no,yes,0.164
adf4df4140b83cd512ab52d7ddb595da,real,602,1167,609,558,1202.4,18.1,1119,0.959,0.522,0.470,1042.5,8,no,yes,0.164
0721949ca936c1e7e455a677c6e04656,real,276,498,268,230,2960.1,26.6,470,0.944,0.538,0.434,1984.3,14,no,yes,0.162
cb80776fe538f085adb4c0642d48f8df,real,717,1194,720,474,3625.9,8.7,1177,0.986,0.603,0.382,1617.2,7,no,yes,0.158
487168ddae757d2d6e0bb072eefc0332,real,503,947,505,442,1197.5,14.3,930,0.983,0.533,0.457,711.2,7,no,yes,0.158
8d38e227cb47c07ff55a3a7ee412a2cb,real,872,1577,864,713,2216.3,21.2,1508,0.956,0.548,0.442,797.2,11,no,yes,0.154
223736699687a4752663141a1363377d,real,359,586,349,237,5032.9,14.8,574,0.980,0.596,0.377,4581.0,7,no,yes,0.149
97935666ef12f21ab8f5f8e3cb83d9e6,real,308,582,305,277,1039.0,22.6,556,0.955,0.524,0.466,580.4,6,no,yes,0.148
68e219aafc30ee68d7b7a8c834aa503d,real,426,893,433,460,2257.5,46.8,832,0.932,0.485,0.497,672.1,17,no,yes,0.147
b4160bcacea758182e5fb6ddfbe754ea,real,528,946,521,425,3023.1,9.4,924,0.977,0.551,0.431,1363.9,13,no,yes,0.145
9dcf203fa59778ce3536cfc113890b72,real,225,431,218,213,1866.8,20.2,412,0.956,0.506,0.464,578.7,11,no,yes,0.145
6e0ba2773394489a903fd789ac7eab51,real,596,1172,608,564,3025.6,38.5,1076,0.918,0.519,0.474,1768.9,19,no,yes,0.140
83b57e3474b106f2f1eb75650816b2a1,real,620,1232,608,624,1343.9,9.2,1207,0.980,0.494,0.494,883.9,10,no,yes,0.138
5b926b914d5601a644edd6fdb90a653f,real,438,801,437,364,2465.1,19.9,769,0.960,0.546,0.441,1438.3,11,no,yes,0.137
0152be0b7fa69179124fd09e7cf4e5f8,real,443,844,434,410,1017.3,14.6,814,0.964,0.514,0.470,900.9,6,no,yes,0.136
e9c968a698e9a03fb9c24cca8c1a219b,real,360,721,355,366,1288.7,19.9,692,0.960,0.492,0.491,957.5,9,no,yes,0.135
727bad7b14946133df15ae505a66f28e,real,344,604,331,273,2079.6,9.2,592,0.980,0.548,0.421,1205.7,7,no,yes,0.135
ca5f4c11a760539ec0a38e2a82579f1e,real,507,1014,508,506,1297.3,14.6,992,0.978,0.501,0.489,1079.5,9,no,yes,0.133
84f6fa7fcd5ba2bffe922eaebbf0cd4b,real,268,474,265,209,859.1,16.7,467,0.985,0.559,0.432,814.7,3,no,yes,0.130
b49f61b8584ff1e8f2a9d2de0d117be1,real,505,888,515,373,4324.9,19.1,849,0.956,0.580,0.412,3271.7,12,no,yes,0.130
b6b993a9172dc1239a539612c765e0bd,real,587,1058,593,465,2811.4,10.8,1032,0.975,0.560,0.428,1928.9,10,no,yes,0.126
651aae798e60f83f46a66a638b758864,real,239,465,236,229,1010.3,17.5,452,0.972,0.508,0.462,898.4,5,no,yes,0.121
98255a694479cb74e8d4b4a659c056ac,real,329,632,319,313,1030.9,14.0,618,0.978,0.505,0.476,773.1,6,no,yes,0.121
ef3f949776689a6976013da22400bc00,real,605,1168,600,568,1973.8,27.6,1080,0.925,0.514,0.473,526.9,11,no,yes,0.118
3a32fd2075cb15325f16651e7287f451,real,282,525,281,244,1299.3,9.8,518,0.987,0.535,0.453,1079.6,6,no,yes,0.117
630cf95b3bc733ed701bb88419c60ce4,real,832,1623,841,782,3542.4,15.4,1551,0.956,0.518,0.472,2540.8,20,no,yes,0.114
a390e082a03c249ee4499333516c6354,real,291,614,313,301,1289.7,40.0,555,0.904,0.510,0.482,1079.5,7,no,yes,0.112
05dfa0d595fa5ed555b95622a96f7eb3,real,301,556,302,254,2362.6,15.8,544,0.978,0.543,0.442,963.8,9,no,yes,0.109
b48e456de0abfee3dc7767eb4a18a182,real,536,1066,535,531,1118.0,13.4,1042,0.977,0.502,0.492,712.0,7,no,yes,0.104
7197115f77ed8968277e53fe913614bb,real,580,1121,583,538,1159.9,13.6,1102,0.983,0.520,0.473,1026.9,6,no,yes,0.102
c2452bc633f2a6809c13dff9d6982aae,real,434,826,434,392,2556.4,17.9,806,0.976,0.525,0.455,1205.1,11,no,yes,0.101
09e161bda72280e1dbce754960f31767,real,271,517,270,247,1193.0,16.8,503,0.973,0.522,0.472,1027.4,6,no,yes,0.101
3e72f8c22036579f3b296bc79867c4cf,real,603,1140,599,541,3311.8,16.4,1093,0.959,0.525,0.459,1709.8,15,no,yes,0.100
75e7a5830798d0d355dfa24dcb4dff7e,real,479,863,471,392,2497.8,17.4,832,0.965,0.546,0.431,2351.1,7,no,yes,0.096
1e3b91a3a20318e9e2d6304d2ffbc996,real,142,247,140,107,1289.8,15.6,245,0.992,0.567,0.425,1079.5,3,no,yes,0.096
949bbed65748b7a7303f584d5dbfd925,real,382,758,385,373,1253.0,33.6,710,0.937,0.508,0.479,1135.3,6,no,yes,0.091
fd7b879b7a3c97c3049544e5e0ab44d5,real,585,1131,589,542,1659.6,7.3,1118,0.989,0.521,0.469,1443.5,8,no,yes,0.091
04b1e8bdd69d68f14fe83756898ee22f,real,213,404,209,195,1297.0,13.3,396,0.980,0.517,0.470,1079.5,6,no,yes,0.086
6172fa6185af7408f9022921f0e5c471,real,755,1401,748,653,4612.7,21.5,1333,0.951,0.534,0.455,2264.1,18,no,yes,0.086
e759952992c6a5ee0492d53c8b1b8a9d,real,571,1105,557,548,2498.9,12.2,1073,0.971,0.504,0.481,898.6,13,no,yes,0.079
9528fdbb263684ff09264ac78feb27b0,real,455,844,456,388,2076.5,15.6,826,0.979,0.540,0.450,1777.7,7,no,yes,0.078
7a7a5df9570ec2f7c5b36218208ebbd9,real,801,1633,803,830,2337.3,47.5,1509,0.924,0.492,0.498,793.7,13,no,yes,0.074
1fe61fa665d87a2effbb75a5499a7934,real,822,1479,858,621,5098.9,13.3,1455,0.984,0.580,0.409,5024.8,5,no,yes,0.070
cda112b465df3469ebb143b64370d8e2,real,302,615,301,314,746.3,10.3,608,0.989,0.489,0.494,644.3,4,no,yes,0.068
b5b25ac9e4caf03cc5cdd6c0b406086a,real,942,1986,998,988,1533.4,17.9,1960,0.987,0.503,0.491,629.3,8,no,yes,0.067
6ea998df24c13db4fa0676d04bc137d4,real,738,1406,749,657,4694.9,15.0,1371,0.975,0.533,0.462,1992.9,18,no,yes,0.067
fbbc32cf197912622d6729349da8b9d9,real,269,536,262,274,1016.9,13.2,522,0.974,0.489,0.489,923.1,5,no,yes,0.062
0dd43c2df2233624028c57a1f043d5ae,real,288,559,273,286,1336.5,30.6,525,0.939,0.488,0.487,1189.0,6,no,yes,0.061
aadd562609afd339325b83b594b1d97e,real,253,488,247,241,1289.4,26.0,461,0.945,0.506,0.477,1195.1,5,no,yes,0.055
c557c2bc9cd0690956bb334049d1855c,real,439,844,432,412,2647.9,46.2,742,0.880,0.512,0.472,2274.5,9,no,yes,0.047
babc96a3a76840f35938e88ac86c796a,real,451,874,455,419,1725.1,15.7,863,0.987,0.521,0.469,1181.4,6,no,yes,0.046
23e5fd56cea699b077d94fa2c2a854af,real,388,783,384,399,1517.8,10.2,763,0.974,0.490,0.489,1292.9,7,no,yes,0.044
d1de91fd31b3e02b8de2d3f94f4565e5,real,810,1578,808,770,3412.2,16.9,1531,0.970,0.512,0.480,2673.0,14,no,yes,0.043
c1086e0520a6729180e5d6985f311fda,real,329,656,325,331,1776.0,21.9,627,0.956,0.495,0.492,568.1,8,no,yes,0.040
2df459fd29bc36f7f95c9bf71ecdc615,real,767,1444,776,668,5372.4,18.8,1405,0.973,0.537,0.458,3910.9,15,no,yes,0.038
e26ced28897fe64266511ba2ccf46bbc,real,248,479,246,233,2612.7,28.3,449,0.937,0.514,0.468,2338.3,8,no,yes,0.036
3ed7e090b32fb1acdd98cf24f4d35ff5,real,514,1381,738,643,3546.2,15.4,1357,0.983,0.534,0.458,2038.4,9,no,yes,0.030
daaeb730edd25766babb98fab7f869e4,real,468,1038,502,536,4266.6,49.6,459,0.442,0.484,0.500,1475.1,20,no,yes,0.030
7fe40c4a8c2ed5cbd0560f9f334c4c87,real,368,748,373,375,1935.8,43.0,570,0.762,0.499,0.497,1482.7,8,no,yes,0.026
ab115421e1db99148b0d106d53686356,real,226,444,221,223,1296.8,7.9,439,0.989,0.498,0.489,1079.5,5,no,yes,0.017
154285fc0af67bb32fa05607f931bd03,real,430,819,425,394,2748.5,11.2,809,0.988,0.519,0.473,1523.9,8,no,yes,0.014
e6f611fd2e20369237ffc960a066544a,real,546,1113,549,564,1565.5,15.4,1096,0.985,0.493,0.497,957.0,6,no,yes,0.004
0023fbc0cb2119235e6482ca221e34fb,fake,1,0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0,no,no,0.000
0031ff8f6d0f6502fde093a640ae836a,fake,8,8,2,6,1.7,1.7,8,1.000,0.250,0.250,1.4,1,no,no,0.000
0113d0bd2d4ef9b8e2fe2f6cea7e7459,fake,2,2,1,1,1.5,1.5,2,1.000,0.500,0.500,1.5,1,no,no,0.000
017943b96fcf976fe0aba5a7ad2853df,fake,7,6,6,0,47.9,47.9,4,0.333,1.000,0.167,22.7,2,no,no,0.000
01864d7fea46693bf14e37c3ecef5675,fake,24,25,17,8,53.3,49.9,22,0.880,0.680,0.080,22.1,3,no,no,0.000
01de4d2053fdd13c2c8971d126c12f54,fake,33,34,2,32,107.0,85.5,27,0.794,0.059,0.059,39.9,4,no,no,0.000
01ff89a55143b7192318f1da3e75f14b,fake,64,64,37,27,89.3,50.5,59,0.922,0.578,0.031,20.8,4,no,no,0.000
0228c902f08a0ec4b5a1561412bb3cc9,fake,2,1,1,0,4.4,4.4,1,1.000,1.000,1.000,0.0,1,no,no,0.000
037ee20a966d0f0af3175b0006d48ad5,fake,12,11,4,7,23.0,23.0,11,1.000,0.364,0.091,11.7,1,no,no,0.000
03d921e6ca3b8314e6eb365c028359a5,fake,2,1,1,0,5.3,5.3,1,1.000,1.000,1.000,0.0,1,no,no,0.000
0405b3080a22a4e9986eb623c040260e,fake,4,3,3,0,0.1,0.1,3,1.000,1.000,0.333,0.1,1,no,no,0.000
05060f35c8d41ea81979a01703c00513,fake,3,2,2,0,6.5,6.5,2,1.000,1.000,0.500,4.5,1,no,no,0.000
07fa6024725cc4071aea3a07c6ae0939,fake,87,90,81,9,30.8,25.7,80,0.889,0.900,0.022,2.5,2,no,no,0.000
083d5eed15c175ec5754fef0df4688f9,fake,59,59,24,35,212.6,192.9,30,0.508,0.407,0.034,49.9,7,no,no,0.000
0841dd4896f19779fd7d62ab54bcbb3d,fake,2,3,2,1,12.5,12.5,3,1.000,0.667,0.667,12.5,1,no,no,0.000
087b66e4b2b8f5b72998fa3f53b5bba1,fake,6,5,2,3,3.4,3.4,5,1.000,0.400,0.200,2.1,1,no,no,0.000
08829dc750f32863923c29fa2f3768bd,fake,177,202,128,74,72.1,15.3,196,0.970,0.634,0.020,25.4,3,no,no,0.000
0975fabd552737d83829c2a4698c37dd,fake,3,3,2,1,3.0,3.0,3,1.000,0.667,0.667,2.5,1,no,no,0.000
0a72fe695ce90f6e783408c736452517,fake,1,0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0,no,no,0.000
0b1638be1750a61dbebaae7d945bc378,fake,10,10,10,0,34.4,34.4,9,0.900,1.000,0.200,16.8,2,no,no,0.000
0bf0a45a21e4487a5b9d400ffa3a9bfa,fake,2,1,0,1,8.2,8.2,1,1.000,0.000,1.000,0.0,1,no,no,0.000
0c7d1f25478e5ad28a00b329d6bef9fd,fake,3,2,2,0,0.7,0.7,2,1.000,1.000,0.500,0.5,1,no,no,0.000
0d6e40a203a5133ccfdf1c7f815d5fcb,fake,17,17,13,4,47.5,47.5,16,0.941,0.765,0.118,43.1,2,no,no,0.000
0f4187020e93235745393370c65441fe,fake,3,2,2,0,328.0,328.0,1,0.500,1.000,0.500,326.1,2,no,no,0.000
104b756250db98397985c467c4c4b65f,fake,2,1,1,0,0.1,0.1,1,1.000,1.000,1.000,0.0,1,no,no,0.000
107f115f05081ad2cb31e33db1d9f385,fake,1,0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0,no,no,0.000
143db9dbc8f841254e1e18607a4f483a,fake,2,1,1,0,0.9,0.9,1,1.000,1.000,1.000,0.0,1,no,no,0.000
166d914d434593b62452bfe9013f14e6,fake,3,3,3,0,5.5,5.5,3,1.000,1.000,0.333,5.5,1,no,no,0.000
16b4739d8895736bcfd371017c82ff86,fake,66,66,15,51,99.6,20.0,64,0.970,0.227,0.030,65.7,3,no,no,0.000
16f7c60868f591a27634ca44645a2cac,fake,1,0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0,no,no,0.000
177e4da12362a031f288acb6f0432572,fake,1,0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0,no,no,0.000
18db69d3a84212f85e4a8fbc1cd33ea5,fake,2,1,0,1,1.0,1.0,1,1.000,0.000,1.000,0.0,1,no,no,0.000
1b302708a92c0fce626cfe869ff8e37f,fake,8,7,6,1,10.3,10.3,7,1.000,0.857,0.143,4.3,1,no,no,0.000
1ce57663555827aa9e41dbcb940b9e55,fake,8,7,5,2,7.1,7.1,7,1.000,0.714,0.143,5.9,1,no,no,0.000
1eda62f4150f3171e8ef075e9ac71bb3,fake,21,22,18,4,139.0,133.4,17,0.773,0.818,0.091,69.1,4,no,no,0.000
1f93c3c447ef3579658833091be1516e,fake,4,3,2,1,17.1,17.1,3,1.000,0.667,0.333,6.1,1,no,no,0.000
221abdef5575a8d8a03b1c2062942b90,fake,7,6,6,0,4.9,4.9,6,1.000,1.000,0.167,2.4,1,no,no,0.000
234d6ef04c88708be9fd74e3b21b3432,fake,34,34,20,14,21.7,21.5,34,1.000,0.588,0.059,14.1,1,no,no,0.000
2359f84ddc96e35f1c2b206745a4673b,fake,2,1,1,0,4.8,4.8,1,1.000,1.000,1.000,0.0,1,no,no,0.000
23d5d59f668b62e1f9e5c8b5b8a9dbcf,fake,2,1,0,1,23.8,23.8,1,1.000,0.000,1.000,0.0,1,no,no,0.000
2405c74dfa786fb68e2cf1dfba762b39,fake,64,65,58,7,2155.1,2103.7,34,0.523,0.892,0.031,1772.8,15,no,no,0.000
273f3c13279b75e173dee68c1df9da0b,fake,5,5,5,0,161.2,161.2,4,0.000,1.000,0.400,135.2,2,no,no,0.000
288942c3a7825db37af68d12a2d07f6a,fake,2,1,1,0,4.5,4.5,1,1.000,1.000,1.000,0.0,1,no,no,0.000
28d3511b799d208d302e199f1cc6ab0c,fake,34,36,15,21,2.4,1.2,36,1.000,0.417,0.056,1.2,1,no,no,0.000
29083ba6fba81a006334b8f600dcc338,fake,8,9,7,2,27.4,27.4,6,0.667,0.778,0.222,23.6,2,no,no,0.000
29e45e19a92417306928027381b53c06,fake,115,116,6,110,57.1,5.5,115,0.991,0.052,0.017,35.8,2,no,no,0.000
2c5bd1404d8177d9cbd3f701b8f7690a,fake,1,0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0,no,no,0.000
2cc541bc44e2c55c0902a602b1fce5a0,fake,2,1,0,1,0.6,0.6,1,1.000,0.000,1.000,0.0,1,no,no,0.000
2cdc004ccbd20b3f627829f87249a215,fake,5,4,4,0,34.6,34.6,2,0.500,1.000,0.250,15.2,2,no,no,0.000
2dd967c5da89752ddd4aa53c28d214ea,fake,5,4,4,0,0.4,0.4,4,1.000,1.000,0.250,0.2,1,no,no,0.000
2e305f8de68d4a5156b494de7e8dcc7d,fake,6,5,5,0,3.4,3.4,5,1.000,1.000,0.200,1.5,1,no,no,0.000
2ea0c40dbb900959069a62609f10909c,fake,1,0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0,no,no,0.000
2f1ad12714d907337c3c0389594b6b62,fake,3,2,2,0,1.1,1.1,2,1.000,1.000,0.500,0.8,1,no,no,0.000
2fd89bb895376e1f4a824ecb22b12c44,fake,2,1,1,0,14.6,14.6,1,1.000,1.000,1.000,0.0,1,no,no,0.000
2fed5fb35f0db9818dee953b25aece87,fake,11,12,12,0,5.8,5.8,12,1.000,1.000,0.167,4.4,1,no,no,0.000
307246d773e4a8a9e23c2b7a4b0684f6,fake,9,8,6,2,4.3,4.3,8,1.000,0.750,0.125,1.6,1,no,no,0.000
330e0b40a46f0db15a5021e083d63b1b,fake,8,7,2,5,5.0,5.0,7,1.000,0.286,0.143,2.4,1,no,no,0.000
3384ca89a41335fd34423aca99712e55,fake,39,42,37,5,66.2,60.9,37,0.881,0.881,0.071,20.9,3,no,no,0.000
3544a68b950cbafd331850ab82a34f85,fake,38,39,37,2,45.7,25.0,37,0.949,0.949,0.051,20.7,2,no,no,0.000
361431f5c0dd83b10537f36742fa2f2c,fake,5588,6184,5079,1105,1780.9,43.5,3740,0.606,0.821,0.001,1492.5,12,yes,no,0.000
36882481250b3ff6c768255c9e70f241,fake,5,4,3,1,19.0,19.0,4,1.000,0.750,0.250,14.8,1,no,no,0.000
36c0e378791393fe0728bcc098bdf129,fake,31,33,25,8,4.4,4.3,33,1.000,0.758,0.091,0.7,1,no,no,0.000
370f4177e26681e392ccacfba958a5a6,fake,13,14,7,7,21.7,21.7,14,1.000,0.500,0.143,8.9,1,no,no,0.000
379756847418e5891e2bc628e391d091,fake,23,22,22,0,83.0,45.3,20,0.909,1.000,0.045,37.6,3,no,no,0.000
38745d8d08a8e66c0b9259ea54d89d3a,fake,1,0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0,no,no,0.000
390bb4d66c16e932e9bd1f82a57c567d,fake,3,4,3,1,148.5,148.5,2,0.500,0.750,0.500,95.5,3,no,no,0.000
39c1b38be97ed5d4e764d176556facc7,fake,50,53,17,36,34.9,13.3,52,0.981,0.321,0.038,21.6,2,no,no,0.000
39d6ad31cb463fc6d74051c44d5ca80d,fake,10,9,9,0,4.5,4.5,9,1.000,1.000,0.111,2.5,1,no,no,0.000
39d7e17e4ca10030b17a5f4e607f4ffe,fake,1,0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0,no,no,0.000
39fadef2b7d41f07fad226b92eb92dc4,fake,8,7,7,0,3.7,3.7,7,1.000,1.000,0.143,2.7,1,no,no,0.000
3a6537369e3534fd5cefaca4bf46b2d0,fake,30,29,0,29,21.1,13.9,29,1.000,0.000,0.034,7.2,1,no,no,0.000
3a7dd32d02eaa646100b9ac75e4b3e11,fake,35,35,23,12,54.4,35.6,33,0.943,0.657,0.057,32.8,3,no,no,0.000
3dead09f952d1b52ff43cc999d5325e7,fake,2,1,1,0,6.1,6.1,1,1.000,1.000,1.000,0.0,1,no,no,0.000
3e7a10e86b183b7ca64eb17e8f06cd51,fake,173,184,142,42,43.5,17.4,182,0.989,0.772,0.016,15.3,2,no,no,0.000
3eac5e68f6e22a6303de65a7778a6c98,fake,377,403,318,85,47.4,44.6,241,0.402,0.789,0.007,2.0,2,no,no,0.000
